"station","age","depth","sample_weight","tag","sample_id","kingdom","Interest","repl.pa","sum.reads","norm.reads"
"EMB262_6_28_MUC",1957,18,557,"EMB262_6_28_MUC_18","PA075E","Eukaryota","Dinoflagellata",201,8604.25,7723.74326750449
"EMB262_6_28_MUC",1960,17,825,"EMB262_6_28_MUC_17","PA100E","Eukaryota","Diatom",93,25912.25,15704.3939393939
"EMB262_6_28_MUC",1960,17,825,"EMB262_6_28_MUC_17","PA100E","Eukaryota","Dinoflagellata",207,4464,2705.45454545455
"EMB262_6_28_MUC",1963,16,741,"EMB262_6_28_MUC_16","PA062E","Eukaryota","Diatom",54,7018,4735.49257759784
"EMB262_6_28_MUC",1963,16,741,"EMB262_6_28_MUC_16","PA062E","Eukaryota","Dinoflagellata",132,2681,1809.04183535762
"EMB262_6_28_MUC",1967,15,479,"EMB262_6_28_MUC_15","PA154E","Eukaryota","Diatom",20,126,131.524008350731
"EMB262_6_28_MUC",1967,15,479,"EMB262_6_28_MUC_15","PA154E","Eukaryota","Dinoflagellata",184,4589.5,4790.70981210856
"EMB262_6_28_MUC",1970,14,738,"EMB262_6_28_MUC_14","PA050E","Eukaryota","Diatom",17,16.75,11.3482384823848
"EMB262_6_28_MUC",1970,14,738,"EMB262_6_28_MUC_14","PA050E","Eukaryota","Dinoflagellata",195,5165.75,3499.83062330623
"EMB262_6_28_MUC",1974,13,859,"EMB262_6_28_MUC_13","PA070E","Eukaryota","Diatom",40,1260,733.410942956927
"EMB262_6_28_MUC",1974,13,859,"EMB262_6_28_MUC_13","PA070E","Eukaryota","Dinoflagellata",121,3040.75,1769.93597206054
"EMB262_6_28_MUC",1977,12,675,"EMB262_6_28_MUC_12","PA053E","Eukaryota","Diatom",50,2335.5,1730
"EMB262_6_28_MUC",1977,12,675,"EMB262_6_28_MUC_12","PA053E","Eukaryota","Dinoflagellata",340,17071,12645.1851851852
"EMB262_6_28_MUC",1981,11,767,"EMB262_6_28_MUC_11","PA114E","Eukaryota","Diatom",75,16929.25,11036.0169491525
"EMB262_6_28_MUC",1981,11,767,"EMB262_6_28_MUC_11","PA114E","Eukaryota","Dinoflagellata",239,15620.25,10182.6923076923
"EMB262_6_28_MUC",1989,9,629,"EMB262_6_28_MUC_9","PA128E","Eukaryota","Diatom",4,1,0.794912559618442
"EMB262_6_28_MUC",1989,9,629,"EMB262_6_28_MUC_9","PA128E","Eukaryota","Dinoflagellata",454,19083.5,15169.7138314785
"EMB262_6_28_MUC",1996,7,769,"EMB262_6_28_MUC_7","PA063E","Eukaryota","Diatom",5,294.75,191.644993498049
"EMB262_6_28_MUC",1996,7,769,"EMB262_6_28_MUC_7","PA063E","Eukaryota","Dinoflagellata",159,8461.25,5501.46293888166
"EMB262_6_28_MUC",2003,5,599,"EMB262_6_28_MUC_5","PA052E","Eukaryota","Diatom",4,1.5,1.25208681135225
"EMB262_6_28_MUC",2003,5,599,"EMB262_6_28_MUC_5","PA052E","Eukaryota","Dinoflagellata",354,16959.75,14156.7195325543
"EMB262_6_28_MUC",2010,3,657,"EMB262_6_28_MUC_3","PA082E","Eukaryota","Diatom",1,0.25,0.190258751902588
"EMB262_6_28_MUC",2010,3,657,"EMB262_6_28_MUC_3","PA082E","Eukaryota","Dinoflagellata",540,41140.25,31309.1704718417
"EMB262_6_28_MUC",2017,1,485,"EMB262_6_28_MUC_1","PA051E","Eukaryota","Diatom",2,0.5,0.515463917525773
"EMB262_6_28_MUC",2017,1,485,"EMB262_6_28_MUC_1","PA051E","Eukaryota","Dinoflagellata",226,37405.75,38562.6288659794
